bookID,title,authors,average_rating,isbn,language_code,ratings_count,price
19528,The Mandarins,Simone de Beauvoir,4.13,7203942,eng,3084,239
19531,Les Mandarins: Tome 2,Simone de Beauvoir,4.2,2070367703,fre,93,240
19532,Die Mandarins von Paris,Simone de Beauvoir,4.13,3499107619,ger,52,241
19534,The Brothers K,David James Duncan,4.38,055337849X,eng,12340,242
19542,Where the Wild Things Are,Maurice Sendak,4.22,60254920,eng,8504,243
19543,Where the Wild Things Are,Maurice Sendak,4.22,99408392,eng,713336,244
19546,野獸國 (漢聲精選世界最佳兒童圖畫書．心理成長類  #36),Maurice Sendak,4.22,9575881044,zho,25,245
19552,Essentials of Classic Italian Cooking,Marcella Hazan-Karin Kretschmann,4.17,039458404X,eng,14222,246
19560,The Italians: A Full-Length Portrait Featuring Their Manners and Morals,Luigi Barzini-Joan Emerson,3.85,684825007,eng,558,247
19563,Peking to Paris,Luigi  Barzini-L.P. De Castelvecchio,3.78,912050268,eng,23,248
19564,The Lost Lunar Baedeker: Poems of Mina Loy,Mina Loy-Roger L. Conover,4.17,374525072,eng,1420,249
19571,Paris Was Yesterday  1925-1939,Janet Flanner-Irving Drutman,3.87,156709902,eng,250,250
19577,Koko,Peter Straub,3.56,7103670,en-GB,7586,251
19578,Lost Boy Lost Girl,Peter Straub,3.48,449149919,eng,3940,252
19580,Shadowland,Peter Straub,3.91,425188221,eng,10062,253
19581,Ghost Story,Peter Straub,3.95,671685635,eng,59658,254
19586,Mystery (Blue Rose Trilogy #2),Peter Straub-Gérard Coisne,3.94,2266126075,fre,3114,255
19587,Territoires (Le talisman des territoires  #2),Stephen King-Peter Straub-Bernard Cohen,4,2221093836,fre,17,256
19593,Floating Dragon,Peter Straub,3.84,425189643,eng,10510,257
19596,Color: A Natural History of the Palette,Victoria Finlay,3.78,812971426,en-US,59145,258
19599,Vincent's Colors,Vincent van Gogh-Metropolitan Museum of Art-William Lach,4.16,811850994,eng,305,259
19605,Flinx's Folly (Pip & Flinx #9),Alan Dean Foster,3.94,345450396,eng,1729,260
19608,The Doctor's House,Ann Beattie,2.97,743235010,eng,158,261
19610,Chilly Scenes of Winter,Ann Beattie,3.91,679732349,en-GB,1016,262
19613,What Life Was Like in the Realm of Elizabeth: England  AD 1533-1603 (What Life Was Like),Time-Life Books,3.69,783554567,eng,57,263
19614,What Life Was Like In the Age of Chivalry: Medieval Europe  AD 800-1500 (What Life Was Like),Denise Dersin,3.74,783554516,eng,121,264
19615,What Life Was Like on the Banks of the Nile: Egypt  3050-30 BC,Denise Dersin,4.01,809493780,eng,190,265
19617,What Life Was Like at the Rebirth of Genius: Renaissance Italy  AD 1400-1550 (What Life Was Like),Richard Stapleford-Time-Life Books,3.98,783554613,eng,40,266
19618,What Life Was Like Among Druids and High Kings: Celtic Ireland  AD 400-1200 (What Life Was Like),Robin Chapman Stacey,3.61,783554559,eng,120,267
19619,What Life Was Like Amid Splendor and Intrigue: Byzantine Empire  AD 330-1453,Ellen Anker-Denise Dersin,3.65,783554575,eng,47,268
19620,What Life Was Like in the Time of War and Peace: Imperial Russia  AD 1696-1917 (What Life Was Like),Time-Life Books,3.75,783554591,eng,44,269
19621,What Life Was Like in the Jewel in the Crown: British India  AD 1600-1905,Time-Life Books,3.64,783554605,eng,42,270
19631,Birds of America,Lorrie Moore,4.11,312241224,eng,11984,271
19633,Self-Help,Lorrie Moore,4.2,571145345,eng,75,272
19634,Who Will Run the Frog Hospital?,Lorrie Moore,3.79,1400033829,eng,6067,273
19659,Swimming Lessons and Other Stories from Firozsha Baag,Rohinton Mistry,3.93,067977632X,eng,2111,274
19661,Family Matters,Rohinton Mistry,4.01,037570342X,eng,18537,275
19662,Tales from Firozsha Baag [Jan 01  2002] Mistry  Rohinton,Rohinton Mistry,3.93,571218857,eng,78,276
19668,Without Remorse (Jack Ryan Universe  #1),Tom Clancy,4.18,425143325,eng,51824,277
19669,Clave Red Rabbit (Jack Ryan  #2),Tom Clancy-Enric Tremps,3.67,8408065068,spa,8,278
19670,Debt of Honor (Jack Ryan Universe  #8),Tom Clancy,4.05,425147584,eng,37878,279
19671,The Archimedes Effect (Tom Clancy's Net Force  #10),Steve Perry-Larry Segriff-Tom Clancy-Steve Pieczenik,3.98,425204243,eng,1238,280
19672,Hidden Agendas (Tom Clancy's Net Force  #2),Steve Perry-Tom Clancy-Steve Pieczenik,3.76,425171396,eng,4039,281
19673,Marine: A Guided Tour of a Marine Expeditionary Unit (Guided Tour),Tom Clancy,3.83,425154548,eng,632,282
19674,The Teeth of the Tiger (Jack Ryan Universe  #12),Tom Clancy,3.64,141004924,eng,16982,283
19675,Executive Orders (Jack Ryan Universe  #9),Tom Clancy,4.06,6479758,eng,38091,284
19676,State of War (Tom Clancy's Net Force  #7),Steve Perry-Tom Clancy-Steve Pieczenik-Larry Segriff,3.87,425188132,eng,1284,285
19677,Every Man a Tiger: The Gulf War Air Campaign (Commanders),Tom Clancy-Chuck Horner,3.75,425207366,eng,14,286
19679,Wild Card (Tom Clancy's Power Plays  #8),Jerome Preisler-Tom Clancy-Martin Greenberg,3.95,425199118,eng,809,287
19681,Carrier: A Guided Tour of an Aircraft Carrier (Guided Tour),Tom Clancy-Leon A. Edney,3.82,425166821,eng,565,288
19682,Cloak and Dagger (Tom Clancy's Net Force Explorers  #17),John Helfers-Russell Davis-Tom Clancy-Steve Pieczenik,3.95,425183033,eng,55,289
19683,Cybernation (Tom Clancy's Net Force  #6),Steve Perry-Tom Clancy-Steve Pieczenik,3.75,425182673,eng,1730,290
19684,Virtual Vandals (Tom Clancy's Net Force Explorers  #1),Diane Duane-Tom Clancy-Steve Pieczenik,4,425161730,eng,3236,291
19685,Cutting Edge (Tom Clancy's Power Plays  #6),Jerome Preisler-Tom Clancy-Martin Greenberg,3.85,425187055,eng,1166,292
19686,Mission of Honor (Tom Clancy's Op-Center  #9),Jeff Rovin-Tom Clancy-Steve Pieczenik,3.9,425186709,eng,1507,293
19687,The Bear and the Dragon (Jack Ryan Universe  #11),Tom Clancy,3.82,425180964,eng,20248,294
19688,Breaking Point (Tom Clancy's Net Force  #4),Steve Perry-Tom Clancy-Steve Pieczenik,3.7,425176932,eng,7987,295
19689,Airborne: A Guided Tour Of An Airborne Task Force,Tom Clancy,3.76,425157709,eng,431,296
19699,Red Rabbit (Jack Ryan  #2),Tom Clancy,3.67,141004916,en-GB,135,297
19703,Red Rabbit (Jack Ryan  #2),Tom Clancy,3.67,739429027,eng,3,298
19707,Red Rabbit (Jack Ryan Universe  #3),Tom Clancy,3.67,399148701,eng,21488,299
19712,John Deere Farm Tractors: A History of the John Deere Tractor,Randy Leffingwell,4.22,879387556,eng,22,300
19764,Corvette: Fifty Years,Randy Leffingwell-David Newhardt,4.06,760320063,eng,15,301
19768,Tough to Tackle,Matt Christopher-Harvey Kidder,3.86,316140589,eng,380,302
19780,Complete Guide to OneNote,W. Frederick Zimmerman-Chris Pratley,4.25,1590592166,eng,4,303
19784,Three Radio Mysteries  Volume One,Agatha Christie-Mike Walker-Tom Hollander-Maria Friedman-Emilia Fox-Julian Rhind-Tutt,3.67,563536160,eng,0,304
19786,The Goon Show  Volume 4: My Knees Have Fallen Off!,NOT A BOOK,5,563388692,eng,3,305
19787,The Goon Show: Moriarty Where Are You?,NOT A BOOK,4.5,563388544,eng,0,306
19788,The Goon Show  Volume 11: He's Fallen in the Water!,NOT A BOOK,5,563388323,eng,2,307
19792,Power: Die 48 Gesetze Der Macht,Robert Greene-Birgit Brandau-Hartmut Schickert,4.19,3423362480,ger,35,308
19794,The Echo Maker,Richard Powers,3.37,374146357,eng,6665,309
19795,Power vs. Force,David R. Hawkins,4.22,1561709336,en-US,6696,310
19797,The Power of Art,Simon Schama,3.88,61176109,en-US,14920,311
19801,Goodbye  Darkness: A Memoir of the Pacific War,William Manchester,4.18,316501115,eng,4809,312
19802,A World Lit Only by Fire: The Medieval Mind and the Renaissance: Portrait of an Age,William Manchester,3.85,316545562,eng,9497,313
19803,The Last Lion 2: Winston Spencer Churchill: Alone  1932-40,William Manchester,4.47,316545120,eng,230,314
19807,The Glory and the Dream: A Narrative History of America 1932-72,William Manchester,4.42,553345893,eng,1370,315
19808,The Last Lion: Winston Spencer Churchill: Visions of Glory  1874-1932,William Manchester,4.43,316545031,en-US,328,316
19809,The Last Lion: Winston Spencer Churchill: Visions of Glory 1874-1932,William Manchester,4.43,385313489,eng,8986,317
19818,Moon-Flash (Kyreol  #1-2),Patricia A. McKillip,3.73,142403016,eng,340,318
19819,Harrowing the Dragon,Patricia A. McKillip,3.94,441014437,eng,1567,319
19820,Cygnet (Cygnet  #1-2),Patricia A. McKillip,4.08,441014836,en-US,535,320
19821,Riddle-Master (Riddle-Master  #1-3),Patricia A. McKillip,4.22,441005969,eng,9117,321
19822,Solstice Wood (Winter Rose  #2),Patricia A. McKillip,3.76,441014658,eng,1692,322
19823,Od Magic,Patricia A. McKillip,3.98,441013341,eng,3030,323
19824,Winter Rose (Winter Rose  #1),Patricia A. McKillip,3.85,1904233074,eng,65,324
19844,25 Ways to Win with People: How to Make Others Feel Like a Million Bucks,John C. Maxwell-Les Parrott III,4.11,785260943,eng,1581,325
19845,Today Matters: 12 Daily Practices to Guarantee Tomorrow's Success,John C. Maxwell,4.2,446693111,eng,1,326
19847,Winning with People Workbook,John C. Maxwell,4.38,785260900,eng,7,327
19857,Evermeet: Island of the Elves,Elaine Cunningham,3.91,786913541,eng,1333,328
19859,The Best of the Realms: The Stories of Elaine Cunningham (Forgotten Realms: The Best of the Realms  #3),Elaine Cunningham,3.98,786942886,en-GB,158,329
19882,Southwest France (Lonely Planet Regional Guide),Julia  Wilkinson-Lonely Planet-John   King,3,1864503823,eng,2,330
19885,Changeling Storytellers Guide,Mark  Hunter-Ian Lemke,3.37,1565047087,eng,27,331
19888,The Blood Wood (Earthdawn 6113),FASA Corporation-Ian Lemke-Louis J. Prosperi,3.69,1555603130,eng,32,332
19894,Basin and Range,John McPhee,4.19,374516901,eng,2637,333
19898,Assembling California,John McPhee,4.17,374523932,eng,1532,334
19903,Qué Se Puede Esperar Cuando Se Está Esperando,Heidi Murkoff-Arlene Eisenberg,3.77,076113686X,spa,24,335
19908,Master of Swords (Mageverse #4),Angela Knight,4.2,425209210,eng,2784,336
19909,Master of the Night (Mageverse #1),Angela Knight,3.88,425198804,eng,4597,337
19910,Master of Wolves (Mageverse  #3),Angela Knight,4.17,425207439,eng,3759,338
19911,Captive Dreams,Angela Knight-Diane Whiteside,3.91,425207757,en-US,1349,339
19912,Master of Dragons (Mageverse #5),Angela Knight,4.22,425214249,eng,3155,340
19913,Master of the Moon (Mageverse #2),Angela Knight,4.13,425203573,eng,2859,341
19914,Jane's Warlord (Warlord #1),Angela Knight,3.97,425196844,eng,2540,342
19916,Over The Moon (Mageverse #3.5),Angela Knight-MaryJanice Davidson-Virginia Kantra-Sunny,3.9,425213439,eng,3651,343
19942,Blackmailed Into Bed,Heidi Betts,3.38,037376779X,eng,107,344
19943,Bedded Then Wed,Heidi Betts,3.41,373767617,eng,101,345
19945,Blame it on the Blackout,Heidi Betts,3.49,373766629,eng,105,346
19949,Mr. and Mistress (Dynasties: The Elliotts #5),Heidi Betts,3.38,373767234,eng,182,347
19958,Prentice Hall World Studies: Eastern Hemisphere: Geography  History  Culture,Heidi Hayes Jacobs-Michal L. LeVasseur-Kate Kinsella,2,131816594,eng,2,348
19961,Artesia Volume 1,Mark Smylie,4,193238622X,eng,236,349
19979,Martin and John,Dale Peck-Jim Lewis,3.73,374530300,eng,694,350
19981,Law of Enclosures,Dale Peck,3.65,067100347X,eng,73,351
19983,The Drift House: The First Voyage,Dale Peck,3.64,159990005X,eng,595,352
19997,Through a Brazen Mirror,Delia Sherman-Cortney Skinner-Ellen Kushner,3.38,1885865244,eng,116,353
19998,The Porcelain Dove,Delia Sherman,3.42,452272262,eng,203,354
20000,Die Blume der Diener,Delia Sherman-Michael Siefener,3.38,3453188217,ger,0,355
20001,Interfictions: An Anthology of Interstitial Writing,Delia Sherman-Theodora Goss-K. Tempest Bradford-Karen Jordan Allen-Rachel Pollack-Veronica Schanoes-Mikal Trimm-Colin Greenland-Vandana Singh-Matthew Cheney-Léa Silhol-Adrián Ferrero-Holly Phillips-Catherynne M. Valente-Christopher Barzak-Leslie What-Anna Tambour-Joy Marchand-Jon Singer-Csilla Kleinheincz-Michael J. DeLuca,3.77,1931520240,eng,220,356
20002,The Fall of the Kings (Riverside  #3),Ellen Kushner-Delia Sherman,3.65,553585940,eng,1814,357
20019,Killing Time,Cynthia Harrod-Eagles,3.97,380732025,en-US,11,358
20021,The Tangled Thread (Morland Dynasty  #10),Cynthia Harrod-Eagles,4.31,751506478,eng,297,359
20022,The Flood-Tide (Morland Dynasty  #9),Cynthia Harrod-Eagles,4.24,075150646X,eng,305,360
20023,The White Road (Morland Dynasty  #28),Cynthia Harrod-Eagles,4.26,751533459,eng,186,361
20024,The Maiden (The Morland Dynasty  #8),Cynthia Harrod-Eagles,4.27,751506451,eng,322,362
20025,The Oak Apple (Morland Dynasty  #4),Cynthia Harrod-Eagles,4.17,751506419,eng,444,363
20026,The Emperor (The Morland Dynasty  #11),Cynthia Harrod-Eagles,4.27,751506486,eng,250,364
20051,The Nature of the Child,Jerome Kagan,3.42,465048528,eng,12,365
20059,Confessions of a Pagan Nun,Kate Horsley,3.88,1570629137,eng,1697,366
20071,Westminster Abby,Micol Ostow,3.41,142404136,en-US,1157,367
20074,Changelings,Anne McCaffrey-Elizabeth Ann Scarborough,3.76,345470036,en-US,1788,368
20075,Dragon's Fire (Pern  #19),Anne McCaffrey-Todd McCaffrey,3.97,345480287,eng,7762,369
20076,Maelstrom,Anne McCaffrey-Elizabeth Ann Scarborough,3.86,345470044,eng,1064,370
20086,The Mark of the Crown (Star Wars: Jedi Apprentice  #4),Jude Watson,3.72,590519344,eng,2247,371
20097,The Sea,John Banville-John      Lee,3.51,739333771,eng,42,372
20117,Joy Within,Joan Goldstein-Manuela Soares,4.38,671763792,en-US,8,373
20118,Butch/Femme,Manuela Soares-Judy Grahn-Nisa Donnelly,3.62,517702223,eng,13,374
20126,Expository Writing: Mini-Lessons * Strategies * Activities,Tara McCarthy-Drew Hires-Jaime Lucero-Vincent Ceci,4.33,590103873,eng,3,375
20127,Persuasive Writing: Mini-Lessons  Strategies  Activities,Tara MacCarthy-Drew Hires,3.2,590209345,eng,5,376
20157,McDougal Littell Science: Student Edition Grade 6 Earth Science 2006,McDougal Littell-Douglas W. Carnine,2.5,618615385,eng,2,377
20164,Daisy Bates: Civil Rights Crusader from Arkansas,Grif Stockley,3.55,1578068010,eng,11,378
20174,The Loftier Way: Tales from the Ancient American Frontier,Blaine M. Yorgason-Brenton G. Yorgason,3.78,087747785X,eng,9,379
20179,A Higher Justice (The Trials of Kit Shannon #5),James Scott Bell,4.23,764226460,eng,167,380
20181,Plot & Structure: Techniques and Exercises for Crafting a Plot That Grips Readers from Start to Finish,James Scott Bell,4.1,158297294X,eng,4304,381
20182,Deadlock,James Scott Bell,3.95,310243882,eng,314,382
20183,Breach of Promise,James Scott Bell,4,310243874,eng,358,383
20186,Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed,James C. Scott,4.19,300078153,eng,2316,384
20219,Keats's Poetry and Prose,John Keats-Jeffrey N. Cox,4.31,393924912,eng,266,385
20233,A False Mirror (Inspector Ian Rutledge  #9),Charles Todd,4.02,60786736,eng,2354,386
20234,Wings of Fire (Inspector Ian Rutledge  #2),Charles Todd,3.99,312965680,eng,4787,387
20235,A Cold Treachery (Inspector Ian Rutledge  #7),Charles Todd,4.14,553586610,eng,2830,388
20236,The Murder Stone,Charles Todd,3.83,553586602,eng,1444,389
20237,Legacy of the Dead (Inspector Ian Rutledge  #4),Charles Todd,4.15,553583158,eng,3906,390
20238,A Fearsome Doubt (Inspector Ian Rutledge  #6),Charles Todd,4.04,553583174,eng,2656,391
20239,Watchers of Time (Inspector Ian Rutledge  #5),Charles Todd,3.98,553583166,eng,3045,392
20240,Search the Dark (Inspector Ian Rutledge  #3),Charles Todd,4,312971281,eng,3717,393
20241,Bill Bryson's African Diary,Bill Bryson,3.43,385605145,en-GB,252,394
20249,Hunters of Dune (Dune Chronicles #7),Brian Herbert-Kevin J. Anderson,3.65,765312921,eng,10459,395
20250,The Battle Of Corrin (Legends of Dune  #3),Brian Herbert-Kevin J. Anderson,3.74,340823372,eng,54,396
20252,House Corrino (Prelude to Dune #3),Brian Herbert-Kevin J. Anderson,3.67,553580337,eng,11952,397
20253,House Harkonnen (Prelude to Dune #2),Brian Herbert-Kevin J. Anderson,3.66,553580302,eng,12802,398
20254,Doctor Who: The Inside Story,Gary Russell,4.21,056348649X,eng,273,399
20258,Doctor Who Short Trips: Repercussions,Gary Russell-Peter Anghelides-J. Shaun Lyon-Jon de Burgh Miller-Eddie Robson-Todd Green-Andy Russell-Andrew Collins-Kathryn Sullivan-Iain McLaughlin-Mark Michalowski-Joseph Lidster-Trevor Baxendale-Colin Brake-Claire Bartlett-Sarah Groenewegen-Trey Korte-Andy Frankham-Allen,3.38,1844350487,eng,42,400
20264,Gerontius,James Hamilton-Paterson,3.75,1862074933,eng,4,401
20287,Hellstrom's Hive,Frank Herbert,3.68,553144383,eng,40,402
20315,The Dark City (Eliot Ness  #1),Max Allan Collins,3.87,727862421,eng,48,403
20316,Bullet Proof (Eliot Ness  #3),Max Allan Collins,3.98,727862987,eng,30,404
20323,The Penguin Companion to European Literature,Anthony Thorlby,4.5,140510354,eng,1,405
20327,West To Eden,Gloria Goldreich,3.77,380706016,eng,2,406
20343,The Various,Steve Augarde,3.71,440420296,eng,813,407
20348,Various Miracles,Carol Shields,3.9,1857023307,eng,226,408
20351,Truman Capote: In Which Various Friends  Enemies  Acquaintances  and Detractors Recall His Turbulent Career,George Plimpton,4.07,385491735,eng,878,409
20355,The Burnt Orange Heresy,Charles Willeford,3.91,786706686,eng,543,410
20381,Shadow Twin,Gardner Dozois-George R.R. Martin-Daniel Abraham,3.56,1596060298,eng,64,411
20394,Der Prophet,Kahlil Gibran,4.23,3530268038,ger,9,412
20396,Secrets of the Heart,Kahlil Gibran-جبران خليل جبران,4.08,8185944601,eng,324,413
20398,Le prophète,Kahlil Gibran,4.23,2844541844,fre,1,414
20408,The Complete Stories of Robert Louis Stevenson: Strange Case of Dr. Jekyll and Mr. Hyde and Nineteen Other Tales,Robert Louis Stevenson-Barry Menikoff,4.12,375761357,eng,428,415
20410,The Complete Short Stories Of Robert Louis Stevenson: With A Selection Of The Best Short Novels,Robert Louis Stevenson-Charles Neider,4.19,030680882X,eng,51,416
20413,A Child's Garden of Verses,Robert Louis Stevenson-Tasha Tudor,4.3,689823827,eng,21780,417
20417,Have Space Suit—Will Travel (Heinlein's Juveniles  #12),Robert A. Heinlein,3.89,1416505490,eng,22399,418
20420,Practicalities,Marguerite Duras-Barbara Bray,3.99,802133118,eng,210,419
20422,Le ravissement de Lol V. Stein,Marguerite Duras,3.67,2070368106,fre,455,420
20423,India Song,Marguerite Duras-Barbara Bray,3.61,802131352,eng,277,421
20424,Clown,Quentin Blake,3.97,805059334,en-US,369,422
20425,The Spiral Stair (Arabel and Mortimer  #6),Joan Aiken-Quentin Blake,4.38,1903015073,eng,33,423
20429,A Near Thing for Captain Najork (Captain Najork #2),Russell Hoban-Quentin Blake,4.2,1567923232,eng,73,424
20444,All The Stars In Heaven: Louis B. Mayer's M G M,Gary Carey,3.83,860511642,eng,3,425
20468,Cover Her Face (Adam Dalgliesh #1),P.D. James-Neville Teller-Robin Ellis-Sian Phillips-Hugh Grant,3.94,563528273,eng,16,426
20475,Merveilles et Processions,Kahlil Gibran-Jean-Pierre Dahdah,4.02,2226085394,fre,3,427
20489,Velvet,Alec Kalla,2.57,373265263,eng,3,428
20498,Reptiles and Amphibians (Smithsonian Handbooks),Mark O'Shea-Tim Halliday-Jonathan Metcalf,3.99,789493934,eng,51,429
20501,The Camera (Ansel Adams Photography  #1),Ansel Adams-Robert Hardy Baker,4.19,821221841,eng,3748,430
20502,The Negative (Ansel Adams Photography  #2),Ansel Adams-Robert Hardy Baker,4.4,821221868,en-US,1211,431
20505,The Print (Ansel Adams Photography  #3),Ansel Adams-Robert Hardy Baker,4.37,821221876,en-US,947,432
20517,Vicars of Christ: A History of the Popes,Charles A. Coulombe,3.97,806523700,en-US,30,433
20518,The Big Bing: Black Holes of Time Management  Gaseous Executive Bodies  Exploding Careers  and Other Theories on the Origins of the Business Universe,Stanley Bing,3.08,60529571,en-US,26,434
20519,What Would Machiavelli Do?: The Ends Justify the Meanness,Stanley Bing,3.46,66620104,eng,434,435
20525,William James: In the Maelstrom of American Modernism,Robert D. Richardson Jr.,4.23,618433252,eng,332,436
20531,Cliffs Notes on Wright's Black Boy,Carl Senna-CliffsNotes-Richard Wright,3.75,822002426,eng,3,437
20547,The Wit and Wisdom of Abraham Lincoln: A Book of Quotations,Abraham Lincoln-Bob Blaisdell,4.14,486440974,eng,449,438
20549,Speeches and Writings 1832–1858,Abraham Lincoln-Don E. Fehrenbacher,4.37,940450437,eng,1124,439
20552,Selected Speeches and Writings,Abraham Lincoln-Gore Vidal,4.23,679737316,eng,169,440
20562,George Eliot: The Last Victorian,Kathryn  Hughes,4.03,815411219,eng,159,441
20564,The Mill on the Floss,George Eliot-A.S. Byatt,3.79,141439629,eng,40763,442
20566,Daniel Deronda,George Eliot-Terence Cave,3.83,140260773,eng,38,443
20567,Scenes of Clerical Life,George Eliot-Thomas A. Noble,3.78,019283780X,eng,2276,444
20645,Terry Jones' Medieval Lives,Terry Jones-Alan Ereira,4.02,563522755,eng,1867,445
20646,Terry Jones' Fairy Tales,Terry Jones-Michael Foreman,4.23,140322620,eng,171,446
20657,Some Ether,Nick Flynn,4.16,1555973035,eng,1648,447
20660,Tin House: Evil (Volume 8 no. 3),Chris Adrian-Nick Flynn-Francine Prose-Josip Novakovich-Moonshine,3.9,977698947,eng,29,448
20661,A Note Slipped Under the Door: Teaching from Poems We Love,Nick Flynn-Shirley McPhillips-Philippa Stratton,4.12,1571103201,eng,56,449
20668,The Trouble with Testosterone and Other Essays on the Biology of the Human Predicament,Robert M. Sapolsky,4.11,684838915,eng,1043,450
20671,Monkeyluv: And Other Essays on Our Lives as Animals,Robert M. Sapolsky,4.17,743260163,en-CA,976,451
20677,Literary Criticism  Vol. 1: Essays on Literature / American Writers / English Writers,Henry James-Leon Edel-Mark Wilson,4.26,940450224,eng,27,452
20679,Advanced Statistics Demystified,Larry J. Stephens,4,71432426,eng,9,453
20683,The Goon Show  Volume 5: And There's More Where That Came From!,NOT A BOOK,5,563389265,eng,0,454
20687,Lilly's Big Day,Kevin Henkes,4.2,60742364,en-US,3099,455
20692,Chester's Way,Kevin Henkes,4.22,688154727,eng,5021,456
20694,Julius  the Baby of the World,Kevin Henkes,4.27,688143881,eng,6528,457
20738,Forms of Talk,Erving Goffman,3.81,081221112X,eng,77,458
20739,Asylums: Essays on the Social Situation of Mental Patients and Other Inmates,Erving Goffman-William B. Helmreich,4.17,385000162,eng,879,459
20741,Interaction Ritual - Essays on Face-to-Face Behavior,Erving Goffman,4.05,394706315,eng,295,460
20746,Zondervan Handbook to the Bible,David        Alexander,4.14,310262712,eng,217,461
20749,Study Bible: NIV,Anonymous,4.7,310929555,eng,4092,462
20775,My Lord Eternity (Immortal Rogues  #2),Debbie Raleigh-Alexandra Ivy,3.74,821775502,eng,399,463
20781,Aesop's Fables,Aesop-Ann McGovern,4.05,590438808,eng,107,464
20794,Once A Wolf: How Wildlife Biologists Fought to Bring Back the Gray Wolf,Stephen R. Swinburne-Jim Brandenburg,4.06,618111204,eng,42,465
20800,Conversations with Don DeLillo,Don DeLillo-Thomas DePietro,4.06,1578067049,en-US,107,466
20807,Inventing America: Jefferson's Declaration of Independence,Garry Wills,3.92,618257764,eng,151,467
20809,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.13,743299639,eng,6627,468
20810,Venice: Lion City: The Religion of Empire,Garry Wills,3.74,671047647,eng,121,469
20812,Four Weddings and a Funeral,Richard Curtis,3.76,312143400,eng,48,470
20813,Halloween,Richard Curtis,4.13,553262963,eng,13,471
20822,Encyclopaedia of Superheroes,Jeff Rovin,4.29,816016798,en-GB,28,472
20833,Janet  My Mother and Me: A Memoir of Growing Up with Janet Flanner and Natalia Danesi Murray,William Murray,3.46,684809664,eng,35,473
20835,Janet Flanner's World: Uncollected Writings 1932-1975,Janet Flanner-William Shawn-Irving Drutman,4.3,151461546,eng,19,474
20848,Catch That Pass!,Matt Christopher,3.89,316139246,eng,281,475
20862,Divide and Conquer (Tom Clancy's Op-Center  #7),Jeff Rovin-Tom Clancy-Steve Pieczenik,3.79,425174808,eng,2500,476
20865,Death Match (Tom Clancy's Net Force Explorers  #18),Diane Duane-Tom Clancy-Steve Pieczenik,4.1,042518448X,eng,112,477
20867,Line of Control (Tom Clancy's Op-Center  #8),Jeff Rovin-Tom Clancy-Steve Pieczenik,3.85,425180050,eng,3403,478
20868,Sea of Fire (Tom Clancy's Op-Center  #10),Jeff Rovin-Tom Clancy-Steve Pieczenik,3.89,425190919,eng,1203,479
20869,One is the Loneliest Number (Tom Clancy's Net Force Explorers  #3),Diane Duane-Tom Clancy-Steve Pieczenik,3.93,425164179,eng,413,480
20873,Aliens: Nightmare Asylum,Steve Perry,3.67,553561588,en-US,1065,481
20876,The Omega Cage (Matador  #4),Steve Perry-Michael Reaves,3.77,441623824,eng,520,482
20879,The 97th Step (Matador  #5),Steve Perry,4.22,441581056,eng,734,483
20891,A Friar's Bloodfeud (Knights Templar  #20),Michael Jecks,4.1,755323009,eng,211,484
20895,Death Ship of Dartmouth (Knights Templar  #21),Michael Jecks,4.07,755323017,eng,7,485
20913,The John Deere Two-Cylinder Tractor Encyclopedia: The Complete Model-by-Model History,Don Macmillan-Wayne G. Broehl Jr.,4.75,076032963X,eng,4,486
20928,Phantoms,Rosalind M. Greenberg,3.38,886773482,eng,13,487
20929,Fantasy Gone Wrong,Martin H. Greenberg-Brittiany A. Koren-Brian Stableford-Mickey Zucker Reichert-Fiona Patton-Jim C. Hines-Esther M. Friesner-Donald J. Bingle-Alan Dean Foster-Devon Monk-Phaedra M. Weldon-Christina F. York-Jana Paniccia-Josepha Sherman-Susan Sizemore-Michael Jasper-Janny Wurts-Lisanne Norman,3.46,756403804,eng,225,488
20930,The Ghosts in Baker Street: New Tales of Sherlock Holmes,Martin H. Greenberg-Daniel Stashower,3.55,078671400X,en-US,50,489
20932,Christmas Bestiary,Martin H. Greenberg-Jack Nimersheim-Jane Yolen-Jack C. Haldeman II-Harry Turtledove-Laura Resnick-Mike Resnick-Karen Haber-Jane Lindskold-Lawrence Schimel-Barry N. Malzberg-Tanya Huff-Michelle Sagara West-Mark Aronson-Stefan R. Dziemianowicz-Jennifer Roberson-Kristine Kathryn Rusch-Elizabeth Ann Scarborough-Barbara Delaplace-Barb Jernigan-Blake Cahoon,3.62,886775280,eng,21,490
20934,Black Cats and Broken Mirrors,John Helfers-Esther M. Friesner-Nina Kiriki Hoffman-Bruce Holland Rogers-Peter Crowther-R. Davis-Charles de Lint-Elizabeth Ann Scarborough-Michelle Sagara West-Nancy Springer-Dean Wesley Smith-Kristine Kathryn Rusch-Josepha Sherman-Jane Lindskold-Genevieve Gorman-Kristin Schwengel-Jean-François Podevin-Zane Stillings-Carol Rondou,3.34,886777887,eng,58,491
